isqno,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,duration1,wofa,wofd,terra1,terra2,terra3,wx1,wx2,wx3,wx4,wx5,attacker_str,attacker_instst,attacker_rerp,attacker_cas,attacker_finst,attacker_cav,attacker_tank,attacker_lt,attacker_mbt,attacker_arty,attacker_fly,attacker_ctank,attacker_carty,cfly_x,attacker_pri1,attacker_pri2,attacker_pri3,attacker_sec1,attacker_sec2,attacker_sec3,attacker_reso1,attacker_reso2,attacker_reso3,attacker_ach,defender_str,defender_instst,defender_rerp,defender_cas,defender_finst,defender_cav,defender_tank,defender_lt,defender_mbt,defender_arty,defender_fly,defender_ctank,defender_carty,cfly_y,defender_pri1,defender_pri2,defender_pri3,defender_sec1,defender_sec2,defender_sec3,defender_reso1,defender_reso2,defender_reso3,defender_ach,att_comm1,att_comm2,def_comm1,def_comm2,def_comm3
173,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,F,M,,D,S,T,F,T,3144.0,3144.0,0.0,607.0,2537.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,WD,,6,5000.0,2500.0,2500.0,642.0,4358.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,DO,EE,LF,,,0,,,,5,GRANT,Missing,POLK,Missing,Missing
174,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.8,R,M,,W,L,T,W,T,4000.0,4000.0,0.0,533.0,3467.0,,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,FF,,,,,,RR,WL,,4,4000.0,4000.0,0.0,262.0,3738.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,DO,DE,,,,0,PS,,,8,ZOLLICOFFER,Missing,THOMAS,Missing,Missing
175,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,R,M,,D,S,C,W,T,21000.0,21000.0,0.0,2000.0,19000.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,WD,,4,27000.0,27000.0,0.0,2609.0,24391.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,,,,,0,PS,,,7,FLOYD,Missing,GRANT,Missing,Missing
176,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.83333333333333,6.0,4.0,R,M,,D,S,T,$,T,16202.0,16202.0,0.0,1300.0,14902.0,,0.0,0.0,0.0,50.0,0.0,0.0,4.0,0.0,EE,LR,,EE,RF,,RR,WD,,5,10500.0,10500.0,0.0,1384.0,9116.0,,0.0,0.0,0.0,49.0,0.0,0.0,10.0,0.0,DO,,,,,0,PP,,,7,VAN DORN,Missing,CURTIS,Missing,Missing
177,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.33333333333333,0.8,0.8,R,M,,D,S,T,$,T,3087.0,3087.0,0.0,718.0,2369.0,290.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,FF,,,,,,RR,,,4,7000.0,7000.0,0.0,590.0,6410.0,750.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,DO,,,,,0,WD,,,7,JACKSON,Missing,SHIELDS,Missing,Missing
178,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.10416666666667,6.0,8.0,R,M,,D,S,T,$,T,40355.0,40355.0,0.0,10699.0,29656.0,,0.0,0.0,0.0,108.0,0.0,0.0,30.0,0.0,FF,,,,,,PP,RR,WD,4,66812.0,41330.0,25482.0,13047.0,53765.0,,0.0,0.0,0.0,170.0,0.0,0.0,29.0,0.0,DO,FF,,,,0,PP,,,6,A. S. JOHNSTON,Missing,GRANT,Missing,Missing
179,1,HD,WD,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,R,M,,D,S,T,$,T,16000.0,16000.0,0.0,35.0,15965.0,1700.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,FF,DE,,,,,BB,,,9,1063.0,1063.0,0.0,904.0,159.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,DD,,,,,0,AA,,,3,JACKSON,Missing,KENLY,Missing,Missing
180,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.6,1,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,R,M,,D,S,T,$,T,16000.0,16000.0,0.0,365.0,15635.0,1700.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,FF,EE,RF,,,,BB,PS,,8,7000.0,7000.0,0.0,2126.0,4874.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,DD,,,,,0,WL,,,3,JACKSON,Missing,BANKS,Missing,Missing
181,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,R,M,,D,S,T,S,T,10500.0,10500.0,0.0,684.0,9816.0,,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,FF,,,,,,RR,WD,,3,5000.0,5000.0,0.0,288.0,4712.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,DO,FF,,,,0,PP,,,9,FREMONT,Missing,EWELL,Missing,Missing
182,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,R,M,,D,S,T,S,T,15000.0,1200.0,13800.0,800.0,14200.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,FF,,,EE,LF,,BB,PS,,8,3000.0,3000.0,0.0,1018.0,1982.0,150.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,DO,FF,,,,0,PP,RR,WL,5,JACKSON,Missing,TYLER,Missing,Missing
183,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72916666666667,6.4,6.4,R,M,,D,S,T,$,T,41816.0,7580.0,34236.0,6100.0,35716.0,,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,FF,,,,,,PP,RR,SS,4,41797.0,8253.0,33544.0,5000.0,36797.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,,,,5,J. E. JOHNSTON,SMITH,MCCLELLAN,Missing,Missing
184,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,R,M,,D,S,T,S,T,16808.0,16808.0,0.0,1484.0,15324.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,,,5,15631.0,15631.0,0.0,361.0,15270.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,,,,7,LEE,Missing,PORTER,Missing,Missing
185,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.6,3.6,R,M,,D,S,T,S,T,57018.0,21752.0,35266.0,8751.0,48267.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,EE,RF,,RR,,,5,34214.0,25214.0,9000.0,6837.0,27377.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,,,,6,LEE,Missing,PORTER,Missing,Missing
186,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3125,3.2,3.2,R,M,,D,S,T,S,T,86748.0,11000.0,75748.0,4241.0,82507.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,,,5,83345.0,24635.0,58710.0,4443.0,78902.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,,,,6,LEE,Missing,SUMNER,HEINTZELMAN,PORTER
187,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.6,3.2,R,M,,D,S,T,S,T,82507.0,82507.0,0.0,5355.0,77152.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,,,4,78902.0,78902.0,0.0,3214.0,75688.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,WD,,,6,LEE,Missing,MCCLELLAN,Missing,Missing
188,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,R,M,,D,S,T,S,T,8030.0,8030.0,0.0,2353.0,5677.0,1167.0,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,PP,RR,WD,5,16848.0,16848.0,0.0,1338.0,15510.0,1200.0,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,FF,,,,0,PP,,,6,BANKS,Missing,JACKSON,Missing,Missing
189,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.27083333333333,4.0,2.4,R,M,,D,S,T,S,T,75696.0,35083.0,40613.0,14462.0,61234.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,WD,,3,48527.0,20000.0,28527.0,9474.0,39053.0,2768.0,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,EE,LF,,,0,BB,PS,,9,POPE,Missing,LEE,Missing,Missing
190,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,3.0,2.0,G,M,,D,S,T,F,T,28480.0,28480.0,0.0,1813.0,26667.0,,0.0,0.0,0.0,27.0,0.0,0.0,,0.0,FF,EE,LF,,,,PP,PS,,6,17852.0,17852.0,0.0,2685.0,15167.0,700.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,DD,,,,,0,WD,,,5,MCCLELLAN,Missing,D. H. HILL,Missing,Missing
191,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,4.0,R,M,,D,S,T,F,T,90000.0,90000.0,0.0,12410.0,77590.0,4500.0,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,DE,,,,,RR,SS,,5,46000.0,43000.0,3000.0,13700.0,32300.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,,,,,0,WD,,,7,MCCLELLAN,Missing,LEE,Missing,Missing
192,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.95833333333333,4.0,3.4,R,M,,D,S,T,F,T,22000.0,22000.0,0.0,4233.0,17767.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,DE,,,,,BB,PS,,5,21147.0,21147.0,0.0,2520.0,18627.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,WD,,,7,ROSECRANS,Missing,VAN DORN,Missing,Missing
193,0,HD,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2,9.6,R,M,,D,S,T,F,T,36940.0,36940.0,0.0,4211.0,32729.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,,,5,16000.0,16000.0,0.0,3396.0,12604.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,FF,EE,,,0,PP,WD,,5,BUELL,Missing,BRAGG,Missing,Missing
194,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,7.8,13.2,R,M,,D,S,T,W,T,106007.0,106007.0,0.0,12653.0,93354.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,WD,,3,72497.0,72497.0,0.0,4656.0,67841.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,,,,9,BURNSIDE,Missing,LEE,Missing,Missing
195,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.375,13.6,11.2,R,M,,W,L,C,W,T,34732.0,34732.0,0.0,11739.0,22993.0,4500.0,0.0,0.0,0.0,120.0,0.0,0.0,6.0,0.0,FF,DE,,,,,PP,SS,WD,5,41400.0,41400.0,0.0,12906.0,28494.0,3200.0,0.0,0.0,0.0,100.0,0.0,0.0,28.0,0.0,DD,,,,,0,,,,5,BRAGG,Missing,ROSECRANS,Missing,Missing
196,0,HD,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.28125,6.8,15.6,R,M,,D,S,T,$,T,113000.0,109480.0,3520.0,17278.0,95722.0,,0.0,0.0,0.0,404.0,0.0,0.0,120.0,0.0,EE,LR,,FF,,,RR,WD,,3,60892.0,60892.0,0.0,12821.0,48071.0,,0.0,0.0,0.0,170.0,0.0,0.0,7.0,0.0,DO,EE,RR,,,0,BB,,,10,HOOKER,Missing,LEE,Missing,Missing
197,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.8,R,M,,D,S,T,$,T,29373.0,29373.0,0.0,2441.0,26932.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,PP,PS,,8,20000.0,20000.0,0.0,3851.0,16149.0,500.0,0.0,0.0,0.0,,0.0,0.0,30.0,0.0,DO,FF,,,,0,PP,RR,WD,4,GRANT,Missing,PEMBERTON,Missing,Missing
198,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.4,3.6,R,M,,D,S,T,S,T,12000.0,10500.0,1500.0,900.0,11100.0,10500.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,FF,EE,RR,,,,PP,WD,,6,10000.0,10000.0,0.0,500.0,9500.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,,,,,0,,,,5,PLEASANTON,Missing,STUART,Missing,Missing
199,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3.3,1,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.125,5.1,4.1,R,M,,D,S,T,S,T,75054.0,28800.0,46254.0,28063.0,46991.0,8000.0,0.0,0.0,0.0,250.0,0.0,0.0,3.0,0.0,FF,DE,,,,,RR,WD,,4,83289.0,23600.0,59689.0,23049.0,60240.0,13000.0,0.0,0.0,0.0,300.0,0.0,0.0,6.0,0.0,DD,,,,,0,,,,6,LEE,Missing,MEADE,Missing,Missing
200,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.2,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.14583333333333,6.4,7.2,R,M,,D,S,T,F,T,66326.0,66326.0,0.0,18454.0,47872.0,8000.0,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,FF,,,,,,PP,PS,,6,58222.0,58222.0,0.0,16170.0,42052.0,10000.0,0.0,0.0,0.0,246.0,0.0,0.0,51.0,0.0,DD,,,,,0,WD,,,4,BRAGG,Missing,ROSECRANS,Missing,Missing
201,1,PD,FD,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.8,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,1.875,4.8,7.2,G,M,,W,L,T,F,T,61000.0,61000.0,0.0,5824.0,55176.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,EE,RF,FF,PP,,BB,PS,,8,40000.0,40000.0,0.0,6667.0,33333.0,4856.0,0.0,0.0,0.0,,0.0,0.0,40.0,0.0,DD,,,,,0,WD,,,4,GRANT,Missing,BRAGG,Missing,Missing
202,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.90625,8.4,6.4,R,M,,D,S,T,$,T,101895.0,74000.0,27895.0,17666.0,84229.0,13003.0,0.0,0.0,0.0,318.0,0.0,0.0,2.0,0.0,FF,EE,RF,,,,RR,SS,,4,61025.0,31000.0,30025.0,7750.0,53275.0,7261.0,0.0,0.0,0.0,224.0,0.0,0.0,,0.0,DO,,,,,0,RR,SS,WD,5,GRANT,Missing,LEE,Missing,Missing
203,1,HD,PD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,5.2,7.6,R,M,,D,S,T,$,T,90000.0,20000.0,70000.0,18399.0,71601.0,12000.0,0.0,0.0,0.0,274.0,0.0,0.0,,0.0,FF,DE,,,,,SS,,,5,50000.0,14000.0,36000.0,10000.0,40000.0,7000.0,0.0,0.0,0.0,200.0,0.0,0.0,18.0,0.0,DO,,,,,0,SS,WD,,6,GRANT,Missing,LEE,Missing,Missing
204,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,R,M,,W,L,T,S,T,5000.0,5000.0,0.0,577.0,4423.0,900.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,,,5,5150.0,5150.0,0.0,831.0,4319.0,1000.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,DD,,,,,0,WD,,,3,BRECKINRIDGE,Missing,SIGEL,Missing,Missing
205,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,9.6,11.2,R,M,,D,S,T,S,T,107907.0,107907.0,0.0,11000.0,96907.0,12976.0,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,SS,,5,59000.0,59000.0,0.0,1500.0,57500.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,SS,WD,,7,GRANT,Missing,LEE,Missing,Missing
206,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,15.6,15.6,R,M,,D,S,H,S,T,16225.0,16225.0,0.0,2051.0,14174.0,,0.0,0.0,0.0,200.0,0.0,0.0,,0.0,FF,,,,,,RR,SS,,4,17733.0,17733.0,0.0,442.0,17291.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,SS,WD,,7,SHERMAN,Missing,JOHNSTON,Missing,Missing
207,1,HD,PD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,1.0,1.6,1.6,R,M,,D,S,T,S,T,18832.0,18832.0,0.0,2746.0,16086.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,WD,,3,20139.0,20139.0,0.0,1600.0,18539.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,,,,7,HOOD,Missing,THOMAS,Missing,Missing
208,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.8,6.4,R,M,,D,S,T,S,T,36934.0,36934.0,0.0,8000.0,28934.0,7150.0,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,EE,LF,,,,RR,WD,,3,30477.0,30477.0,0.0,3722.0,26755.0,,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,DD,,,,,0,,,,6,HOOD,Missing,MCPHERSON,Missing,Missing
209,0,FD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,9.6,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,3.875,4.0,4.0,R,M,,D,S,T,S,T,63797.0,16100.0,47697.0,8150.0,55647.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,SS,,4,41499.0,5400.0,36099.0,4752.0,36747.0,1624.0,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,SS,,,7,BUTLER,Missing,BEAUREGARD,Missing,Missing
210,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,2.4,R,M,,W,H,T,S,T,20289.0,11832.0,8457.0,4455.0,15834.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,EE,,,,,PP,SS,,5,14787.0,,,1619.0,13168.0,,0.0,0.0,0.0,30.0,0.0,0.0,,0.0,DD,,,,,0,SS,,,4,WARREN,Missing,HILL,Missing,Missing
211,1,HD,PD,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.6,4.8,R,M,,D,S,T,S,T,37711.0,37711.0,0.0,5018.0,32693.0,10000.0,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,FF,DE,,,,,PP,,,6,17103.0,17103.0,0.0,3921.0,13182.0,5135.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,DD,,,,,0,WL,,,4,SHERIDAN,Missing,EARLY,Missing,Missing
212,0,HD,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,1,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.4375,4.8,6.4,R,M,,D,S,T,F,T,18410.0,18410.0,0.0,2910.0,15500.0,3864.0,0.0,0.0,0.0,40.0,0.0,0.0,24.0,0.0,FF,EE,LF,,,,RR,WL,,3,30829.0,30829.0,0.0,5665.0,25164.0,7929.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,DO,FF,,,,0,PP,,,7,EARLY,Missing,SHERIDAN,Missing,Missing
213,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,1.0,4.0,3.6,R,M,,D,S,T,F,T,26897.0,26897.0,0.0,6252.0,20645.0,5000.0,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,,,3,27939.0,27939.0,0.0,2326.0,25613.0,6400.0,0.0,0.0,0.0,60.0,0.0,0.0,8.0,0.0,DD,,,,,0,WD,,,7,HOOD,Missing,SCHOFIELD,Missing,Missing
