isqno,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,duration1,wofa,wofd,terra1,terra2,terra3,wx1,wx2,wx3,wx4,wx5,attacker_str,attacker_instst,attacker_rerp,attacker_cas,attacker_finst,attacker_cav,attacker_tank,attacker_lt,attacker_mbt,attacker_arty,attacker_fly,attacker_ctank,attacker_carty,cfly_x,attacker_pri1,attacker_pri2,attacker_pri3,attacker_sec1,attacker_sec2,attacker_sec3,attacker_reso1,attacker_reso2,attacker_reso3,attacker_ach,defender_str,defender_instst,defender_rerp,defender_cas,defender_finst,defender_cav,defender_tank,defender_lt,defender_mbt,defender_arty,defender_fly,defender_ctank,defender_carty,cfly_y,defender_pri1,defender_pri2,defender_pri3,defender_sec1,defender_sec2,defender_sec3,defender_reso1,defender_reso2,defender_reso3,defender_ach,att_comm1,att_comm2,def_comm1,def_comm2,def_comm3
495,1,PD,FD,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,1.0,1.0,22.8,2,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,2.0,20.0,20.0,R,M,,D,S,T,S,T,60000.0,,,3500.0,56500.0,0.0,280.0,,,375.0,,110.0,43.0,,FF,,,EE,LF,,PP,,,6,149000.0,,,25800.0,123200.0,0.0,450.0,,,1600.0,,292.0,,,DO,FF,,,,0,RR,WD,,5,GEN KNOBELSDORFF,Missing,GEN CHISTYAKOV,Missing,Missing
496,1,PD,FD,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,0.0,,0.0,0.0,0.0,3.0,1,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,25.0,25.0,R,M,,D,O,T,S,T,56000.0,,,2900.0,,0.0,205.0,,,323.0,,85.0,,,FF,,,,,,PP,RR,SS,4,129000.0,,,30200.0,,0.0,310.0,,,1490.0,,139.0,,,DO,FF,,,,0,SS,,,7,GEN KNOBELSDORFF,Missing,GEN CHISTYAKOV,Missing,Missing
497,0,HD,,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,25.0,25.0,R,M,,D,S,T,S,T,78000.0,78000.0,,5700.0,,0.0,650.0,,,1380.0,,380.0,47.0,,FF,,,,,,PP,SS,,5,82300.0,82300.0,,5100.0,,0.0,505.0,,,419.0,,200.0,25.0,,DO,FF,,,,0,RR,SS,,4,GEN KONEV,Missing,GEN HAUSSER,Missing,Missing
498,1,PD,FD,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,147.0,1,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,2.0,250.0,250.0,R,M,,D,S,T,S,T,980600.0,980600.0,,117700.0,,0.0,2293.0,,,6220.0,,1340.0,,,FF,DE,,EE,LF,,BB,,,8,280000.0,280000.0,,39500.0,,0.0,600.0,,,1600.0,,340.0,,,DO,,,,,0,WL,,,5,GEN VATUTIN,Missing,GEN HOTH,Missing,Missing
499,0,FD,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,25.5,1,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,2.0,16.0,16.0,R,M,,D,S,T,S,T,70000.0,70000.0,,11676.0,,0.0,291.0,,,2088.0,,,,,FF,,,EE,LF,,BB,,,7,15000.0,15000.0,,2405.0,,0.0,50.0,0.0,50.0,171.0,,,,,DD,,,,,0,WD,,,4,GEN MANAGOROV,Missing,LG TRIERENBERG,Missing,Missing
500,0,FD,,0.0,0.0,0.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,319.8,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,2.0,111.0,111.0,R,M,,D,S,T,F,T,524724.0,524724.0,,79000.0,,0.0,778.0,,,3450.0,,460.0,,,FF,RC,EE,EE,RF,,BB,,,8,210000.0,210000.0,,36500.0,,0.0,300.0,,,1300.0,,170.0,,,DO,FF,,,,0,WL,,,6,GEN TOLBUKHIN,Missing,GEN HOLLIDT,Missing,Missing
501,1,PD,FD,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,145.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,2.0,180.0,180.0,F,M,,W,H,C,W,T,254950.0,254950.0,,63500.0,,0.0,451.0,,,2650.0,15290.0,360.0,,,DE,,,,,,BB,,,7,84500.0,84500.0,,68000.0,,0.0,229.0,,,828.0,,229.0,514.0,,DO,,,,,0,AA,,,5,GEN VATUTIN,Missing,GEN STEMMERMAN,Missing,Missing
502,0,FD,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,6.0,1,1.0,2.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,2.0,12.0,12.0,F,M,,W,L,C,W,T,25100.0,25100.0,0.0,610.0,24490.0,0.0,6.0,0.0,6.0,201.0,,3.0,,,FF,RC,,EE,LF,,BB,,,6,8230.0,8230.0,0.0,480.0,7750.0,0.0,0.0,0.0,0.0,44.0,,0.0,,,DD,,,,,0,WD,,,4,Missing,Missing,Missing,Missing,Missing
503,0,FD,,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,17.5,1,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,2.0,25.0,25.0,R,M,,D,S,T,$,T,397607.0,397607.0,,35500.0,,0.0,490.0,,,3890.0,,31.0,,,FF,DE,,EE,LF,,BB,,,8,72000.0,72000.0,0.0,48500.0,23500.0,0.0,50.0,,,1050.0,,50.0,,,DD,,,,,0,AA,,,3,GEN TOLBUKHIN,Missing,GEN ALLMENDINGER,Missing,Missing
504,0,HD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,160.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,10.0,10.0,F,W,M,D,S,T,S,T,16100.0,16100.0,,670.0,,0.0,196.0,,,215.0,,35.0,14.0,,FF,DE,,,,,BB,,,7,8500.0,8500.0,,4795.0,,0.0,15.0,,,82.0,,15.0,67.0,,DD,,,,,0,WL,,,4,LG OBUKHOV,Missing,Missing,Missing,Missing
505,0,PD,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,319.6,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,2.0,440.0,440.0,F,M,,D,S,T,S,T,1200000.0,1200000.0,,37400.0,,0.0,1979.0,,,11265.0,30366.0,1285.0,,,FF,EE,RF,EE,LF,,BB,,,8,900000.0,,,198000.0,702000.0,0.0,900.0,,,4800.0,,520.0,,,DO,FF,,,,0,RR,WL,,3,MARSHAL KONEV,Missing,GEN HARPE,Missing,Missing
506,1,PD,FD,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,1.0,5.5,5.5,F,W,,D,S,T,S,T,39000.0,39000.0,0.0,980.0,38020.0,0.0,34.0,,,730.0,139.0,14.0,11.0,,FF,,,,,,PP,,,7,3300.0,3300.0,0.0,720.0,2580.0,0.0,0.0,0.0,0.0,44.0,,0.0,9.0,,DO,FF,,,,0,WL,,,6,MG TERTISHNIY,Missing,Missing,Missing,Missing
507,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,2,0.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,,,1.0,7.0,7.0,F,W,,D,S,T,S,T,38500.0,38500.0,0.0,1750.0,36750.0,0.0,55.0,,,718.0,3288.0,34.0,9.0,,FF,,,,,,PP,,,7,12900.0,12900.0,0.0,490.0,12410.0,0.0,103.0,,,103.0,,41.0,16.0,,DO,FF,,,,0,WD,,,6,MG TERTISHNIY,Missing,Missing,Missing,Missing
508,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.9,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,10.0,10.0,F,M,,D,S,T,S,T,12700.0,12700.0,,1150.0,,0.0,0.0,0.0,0.0,205.0,,0.0,6.0,,RC,FF,,,,,PP,,,6,5100.0,5100.0,,320.0,,0.0,12.0,,,78.0,,4.0,2.0,,DO,FF,DE,,,0,WD,,,5,MG VOLKOV,Missing,Missing,Missing,Missing
509,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.4,2,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,12.0,12.0,F,M,,D,S,T,S,T,17550.0,17550.0,,3040.0,,0.0,34.0,,,308.0,,27.0,9.0,,FF,,,,,,RR,,,5,6400.0,6400.0,,785.0,,0.0,24.0,,,156.0,,18.0,6.0,,DO,FF,DE,,,0,WD,,,6,MG VOLKOV,Missing,Missing,Missing,Missing
510,0,PD,,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,325.0,1,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,2.0,590.0,590.0,F,M,,D,S,T,S,T,1250000.0,1250000.0,,135000.0,,0.0,1428.0,,,10469.0,,335.0,,,DE,,,FF,,,BB,,,9,800000.0,800000.0,,690000.0,,0.0,400.0,,,5320.0,,380.0,,,DO,FF,,,,0,AA,,,3,GEN MALINOVSKY,Missing,GEN FRIESSNER,Missing,Missing
511,0,PD,,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,483.0,1,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,2.0,480.0,480.0,F,M,,D,S,C,W,T,2200000.0,2200000.0,,46900.0,,0.0,4230.0,,,17990.0,,1396.0,,,FF,DE,,EE,RF,,BB,,,9,560000.0,560000.0,,147400.0,,0.0,1200.0,,,3050.0,,750.0,,,DO,FF,,,,0,RR,WD,,4,MARSHAL ZHUKOV,Missing,GFM HARPE,Missing,Missing
512,0,FD,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,125.4,1,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,2.0,500.0,500.0,R,M,,W,L,C,W,T,1220000.0,1220000.0,,112000.0,,0.0,2035.0,,,15540.0,,1060.0,,,FF,DE,,EE,RF,,BB,,,7,780000.0,780000.0,,126000.0,,0.0,700.0,,,5740.0,,480.0,,,DO,,,,,0,WL,,,3,MARSHAL ROKOSSOVSKIY,Missing,GEN REINHARDT,Missing,Missing
513,0,FD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,R,,,W,L,C,W,T,10800.0,10800.0,,685.0,,0.0,73.0,,,420.0,,31.0,6.0,,FF,,,,,,PP,SS,,6,3100.0,3100.0,,145.0,,0.0,12.0,,,78.0,,4.0,11.0,,DO,FF,,,,0,SS,,,6,GEN LYASHCHENKO,Missing,Missing,Missing,Missing
514,0,FD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2.0,2.5,2.5,R,,,W,L,C,W,T,12115.0,12115.0,,850.0,,0.0,190.0,,,414.0,,39.0,5.0,,FF,,,,,,PP,,,6,3900.0,3900.0,,230.0,,0.0,32.0,,,84.0,,12.0,3.0,,DO,FF,,,,0,WL,,,5,GEN LYASHCHENKO,Missing,Missing,Missing,Missing
515,0,FD,,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1,1.0,2.0,1.0,1.0,1.0,,,0.0,1.0,0.0,1.0,0.0,,0.0,2.0,2.0,2.0,G,M,,D,S,T,$,T,13600.0,13293.0,1110.0,474.0,13929.0,0.0,78.0,,,233.0,160.0,54.0,,,FF,,,,,,BB,,,6,3782.0,3782.0,0.0,150.0,3632.0,0.0,5.0,,,26.0,30.0,3.0,,,DD,,,,,0,WD,,,4,MG ZALIZYUK,Missing,Missing,Missing,Missing
516,0,FD,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,160.0,1,1.0,2.0,1.0,1.0,0.0,,,0.0,1.0,1.0,1.0,0.0,,0.0,2.0,12.0,12.0,R,M,,W,L,T,S,T,147000.0,147000.0,,10000.0,,0.0,770.0,,,1786.0,800.0,,,,RC,,,EE,LF,,BB,,,9,75000.0,75000.0,,36000.0,,0.0,105.0,105.0,0.0,584.0,120.0,84.0,,,DD,,,,,0,AA,,,2,COL GEN KRYLOV,Missing,GEN SELICHI,Missing,Missing
517,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,3.95138888888889,1.2,1.2,R,M,,D,S,T,F,T,9000.0,5000.0,4000.0,3302.0,5698.0,0.0,46.0,0.0,46.0,278.0,,6.0,0.0,,FF,,,,,,BB,,,7,4836.0,4836.0,0.0,4836.0,0.0,0.0,14.0,14.0,0.0,53.0,0.0,14.0,53.0,0.0,DO,FF,,,,0,RR,AA,,4,MG SMITH,Missing,ADM SHIBASAKI,Missing,Missing
518,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,4.7,4.7,R,B,,D,S,T,W,T,33915.0,33915.0,,6845.0,,0.0,144.0,0.0,144.0,474.0,300.0,11.0,0.0,26.0,FF,,,,,,PP,,,7,18300.0,18300.0,,15615.0,,0.0,40.0,10.0,30.0,59.0,10.0,40.0,54.0,10.0,DO,FF,,,,0,RR,AA,,5,MG SCHMIDT,Missing,GEN KURIBAYASHI,Missing,Missing
519,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,2.0,0.8,0.8,G,B,,D,S,T,W,T,3200.0,3200.0,,510.0,,0.0,23.0,0.0,23.0,330.0,40.0,0.0,0.0,0.0,FF,,,,,,BB,,,7,1600.0,1600.0,0.0,1231.0,369.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,30.0,0.0,DD,,,,,0,AA,,,4,COL LIVERSEDGE,Missing,GEN KURIBAYASHI,Missing,Missing
520,0,FD,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,1.8,1.8,R,B,,D,S,T,$,T,32000.0,32000.0,,3885.0,,0.0,144.0,0.0,144.0,804.0,175.0,0.0,0.0,0.0,FF,,,,,,BB,,,8,2685.0,2685.0,0.0,2685.0,0.0,0.0,40.0,10.0,30.0,120.0,0.0,40.0,120.0,0.0,DD,,,,,0,AA,,,4,GEN SMITH,Missing,GEN KURIBAYASHI,Missing,Missing
521,0,DL,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.2,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.6,1.6,F,M,,D,S,T,$,T,22888.0,22888.0,,158.0,,0.0,134.0,73.0,61.0,95.0,395.0,0.0,,,FF,,,,,,PP,,,8,1400.0,1400.0,,628.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DD,,,,,0,WL,,,4,MG ARNOLD,Missing,LCOL AOYANAGI,Missing,Missing
522,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,1,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.2,2.2,G,M,,D,O,T,$,T,18398.0,18398.0,,286.0,,0.0,134.0,73.0,61.0,173.0,158.0,5.0,,,FF,EE,LF,,,,RR,PP,,7,2900.0,2900.0,,2120.0,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.0,DD,,,,,0,WL,,,6,MG ARNOLD,Missing,LG FUJIOKA,Missing,Missing
523,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,2.6,G,M,,W,H,T,$,T,18111.0,18111.0,,466.0,,0.0,151.0,73.0,78.0,221.0,123.0,5.0,,,FF,EE,RF,,,,PP,SS,,7,4731.0,4731.0,,1278.0,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.0,DO,,,,,0,WL,,,6,MG ARNOLD,Missing,LG FUJIOKA,Missing,Missing
524,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,3.4,3.4,G,M,,D,S,T,$,T,16291.0,16291.0,,740.0,,0.0,125.0,56.0,69.0,221.0,526.0,18.0,,,FF,,,,,,PP,,,8,2600.0,2600.0,,1661.0,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,0.0,DO,,,,,0,AA,,,5,MG ARNOLD,Missing,LG FUJIOKA,Missing,Missing
525,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,3.0,3.0,G,M,,W,L,T,$,T,14594.0,14594.0,,269.0,,0.0,126.0,56.0,70.0,203.0,125.0,3.0,,,DE,,,,,,RR,SS,,3,5000.0,5000.0,,1324.0,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,DD,,,,,0,,,,7,MG ARNOLD,Missing,LCOL YOSHIDA,Missing,Missing
526,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,3.0,3.0,G,M,,D,S,T,$,T,15986.0,15986.0,,182.0,,0.0,123.0,56.0,67.0,226.0,129.0,11.0,,,EE,LF,,EE,RF,,RR,SS,,4,4500.0,4500.0,,814.0,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,DD,,,,,0,,,,8,MG ARNOLD,Missing,LCOL YOSHIDA,Missing,Missing
527,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,1,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,3.0,3.0,G,M,,D,S,T,$,T,15764.0,15764.0,,398.0,,0.0,126.0,70.0,56.0,329.0,269.0,4.0,,,DE,,,,,,RR,SS,,3,4050.0,4050.0,,2276.0,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,DO,,,,,0,,,,7,MG ARNOLD,Missing,LCOL YOSHIDA,Missing,Missing
528,0,HD,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,1.8,G,M,,D,S,T,$,T,6850.0,6850.0,,3704.0,,0.0,0.0,0.0,0.0,60.0,,0.0,25.0,,FF,EE,LF,,,,RR,,,3,15350.0,15350.0,,339.0,,0.0,140.0,73.0,67.0,198.0,175.0,0.0,,,DD,,,,,0,,,,8,LG AMAMIYA,Missing,MG ARNOLD,Missing,Missing
529,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,2.2,2.2,G,M,,D,S,T,$,T,15109.0,15109.0,,114.0,,0.0,140.0,73.0,67.0,209.0,173.0,0.0,,,FF,,,,,,PP,,,8,5140.0,5140.0,,1464.0,,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.0,DD,,,,,0,WL,,,5,MG ARNOLD,Missing,LG AMAMIYA,Missing,Missing
530,0,PD,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,,2.0,3.6,3.6,G,M,,W,H,T,$,T,16043.0,16043.0,,170.0,,0.0,0.0,0.0,0.0,50.0,21.0,0.0,,,EE,RF,,,,,PP,,,7,3338.0,3338.0,,478.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,DD,,,,,0,WD,,,4,MG ARNOLD,Missing,LG USHIJIMA,Missing,Missing
531,0,HD,,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.6,3.6,R,M,,W,L,T,$,T,4000.0,4000.0,0.0,1269.0,2731.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,FF,EE,RF,FF,,,RR,,,6,15777.0,15777.0,0.0,241.0,15536.0,0.0,0.0,0.0,0.0,157.0,43.0,0.0,,,DD,,,,,0,,,,7,LG AMAMIYA,Missing,MG ARNOLD,Missing,Missing
532,1,FD,DL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,4.0,4.0,G,M,,W,H,T,$,T,15840.0,15840.0,,124.0,,0.0,0.0,0.0,0.0,171.0,0.0,0.0,,0.0,FF,,,FF,,,RR,WD,,6,3000.0,3000.0,,434.0,,0.0,0.0,0.0,0.0,24.0,0.0,0.0,,0.0,DD,,,,,0,,,,7,MG ARNOLD,Missing,LG AMAMIYA,Missing,Missing
533,1,FD,DL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,2,1.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,4.0,4.0,G,M,,W,H,T,$,T,15205.0,15205.0,,182.0,,0.0,79.0,17.0,62.0,150.0,47.0,0.0,,,FF,,,FF,,,PP,SS,,6,2600.0,2600.0,,2564.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,DD,,,,,0,,,,5,MG ARNOLD,Missing,LG AMAMIYA,Missing,Missing
534,0,FD,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,2.5,2.5,G,M,,D,S,T,S,T,16091.0,16091.0,,193.0,,0.0,122.0,44.0,78.0,129.0,98.0,0.0,,,FF,,,,,,PP,SS,,7,3500.0,3500.0,,1222.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,DD,,,,,0,,,,7,MG ARNOLD,Missing,LG USHIJIMA,Missing,Missing
535,0,FD,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,G,M,,D,S,T,S,T,16002.0,16002.0,,248.0,,0.0,122.0,44.0,78.0,180.0,53.0,0.0,,,FF,,,,,,PP,SS,,8,2500.0,2500.0,,1470.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,DD,,,,,0,,,,5,MG ARNOLD,Missing,LG USHIJIMA,Missing,Missing
536,0,FD,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,1.5,1.5,G,M,,D,S,T,S,T,5237.0,5237.0,,48.0,,0.0,40.0,14.0,26.0,53.0,0.0,0.0,,,FF,,,,,,PP,SS,,8,2500.0,2500.0,,2401.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,DD,,,,,0,,,,5,MG ARNOLD,Missing,LG USHIJIMA,Missing,Missing
537,0,FD,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,3.0,3.0,G,M,,D,S,T,S,T,15808.0,15808.0,,317.0,,0.0,109.0,39.0,70.0,141.0,27.0,0.0,,,FF,,,,,,PP,,,8,2000.0,2000.0,,1971.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,DD,,,,,0,AA,,,5,MG ARNOLD,Missing,LG USHIJIMA,Missing,Missing
